57,135,157481,https://sofifa.com/player/157481/raul-albiol-tortajada/19/159222,Raúl Albiol,Raúl Albiol Tortajada,32,04/09/1985,190,82,Spain,Napoli,84,84,18000000,88000,CB,Right,3,3,2,Low/Medium,Lean,Yes,30600000.0,"#Tackling , #Tactician ",RCB,33,,21/07/2013,2021,SUB,3.0,53.0,41.0,61.0,63.0,86.0,75.0,,,,,,,,38,27,77,74,31,59,53,45,72,71,54,53,53,82,56,65,77,55,82,53,81,86,30,57,37,75,89,87,85,8,6,5,9,8,55+3,55+3,55+3,54+3,56+3,56+3,56+3,54+3,59+3,59+3,59+3,57+3,66+3,66+3,66+3,57+3,70+3,78+3,78+3,78+3,70+3,72+3,82+3,82+3,82+3,72+3, Italian Serie A (1),8.0,1.0,54.0,"['Oh yes? What about Pique?!', 'https://sofifa.com/squad/524130', '83 is good ', 'Villarreal', 'Come back to Valencia!', ""Why he isn't playing?"", ""he's injured"", '72 long passing smh', '83/83', '83/83', '85 short passing and long passing each', '70 vision', '', 'Sarri made him a passing god', 'He was a passing god since his Valencia days.', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",5001,Raúl Albiol,Napoli,Spain,1712,1,6
58,137,162895,https://sofifa.com/player/162895/francesc-fabregas-i-soler/19/159222,Cesc Fàbregas,Francesc Fàbregas i Soler,31,04/05/1987,180,77,Spain,Chelsea,84,84,26500000,155000,"CM, CDM",Right,4,3,3,High/Medium,Normal,Yes,49000000.0,#Playmaker  ,LCM,4,,01/07/2014,2019,,,55.0,74.0,88.0,80.0,60.0,58.0,,,,,,,"Long Passer (CPU AI Only), Playmaker (CPU AI Only), Set Play Specialist",85,73,74,90,81,80,78,81,89,85,56,54,62,81,75,77,63,60,61,72,45,50,75,91,78,92,64,59,58,6,10,8,15,15,74+3,74+3,74+3,77+3,78+3,78+3,78+3,77+3,80+3,80+3,80+3,78+3,80+3,80+3,80+3,78+3,68+3,70+3,70+3,70+3,68+3,66+3,62+3,62+3,62+3,66+3, English Premier League (1),57.0,7.0,206.0,"['81/81', '', '', 'Fabregas masterclass', 'https://m.youtube.com/watch?v=78be_97kq04', 'Downgrading his passing and vision stats is so wrong.', 'downgrading his passing stats kinda cringe bro 😳', 'not funny bro 😳', 'Those days ', '', ""Similar stats to Ozil in 2015/16 if I'm not mistaken."", 'This dude could have been top 3 spanish midfielders of all time. That level of performance at 20 is genuinely frightening', 'god', 'How bad has he gone... So sad.', ""No he isn't Monaco's defenders are just shit"", 'come back to arsenal for 1 season cesc, you are a major reason I started supporting Arsenal, I had his jersey too. would be so amazing if he did though', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2592,Cesc Fàbregas,Chelsea,Spain,175,0,3
59,137,162895,https://sofifa.com/player/162895/francesc-fabregas-i-soler/19/159222,Cesc Fàbregas,Francesc Fàbregas i Soler,31,04/05/1987,180,77,Spain,Chelsea,84,84,26500000,155000,"CM, CDM",Right,4,3,3,High/Medium,Normal,Yes,49000000.0,#Playmaker  ,LCM,4,,01/07/2014,2019,,,55.0,74.0,88.0,80.0,60.0,58.0,,,,,,,"Long Passer (CPU AI Only), Playmaker (CPU AI Only), Set Play Specialist",85,73,74,90,81,80,78,81,89,85,56,54,62,81,75,77,63,60,61,72,45,50,75,91,78,92,64,59,58,6,10,8,15,15,74+3,74+3,74+3,77+3,78+3,78+3,78+3,77+3,80+3,80+3,80+3,78+3,80+3,80+3,80+3,78+3,68+3,70+3,70+3,70+3,68+3,66+3,62+3,62+3,62+3,66+3, English Premier League (1),57.0,7.0,206.0,"['81/81', '', '', 'Fabregas masterclass', 'https://m.youtube.com/watch?v=78be_97kq04', 'Downgrading his passing and vision stats is so wrong.', 'downgrading his passing stats kinda cringe bro 😳', 'not funny bro 😳', 'Those days ', '', ""Similar stats to Ozil in 2015/16 if I'm not mistaken."", 'This dude could have been top 3 spanish midfielders of all time. That level of performance at 20 is genuinely frightening', 'god', 'How bad has he gone... So sad.', ""No he isn't Monaco's defenders are just shit"", 'come back to arsenal for 1 season cesc, you are a major reason I started supporting Arsenal, I had his jersey too. would be so amazing if he did though', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3317,Cesc Fàbregas,Monaco,Spain,969,1,4
60,138,163587,https://sofifa.com/player/163587/kasper-schmeichel/19/159222,K. Schmeichel,Kasper Schmeichel,31,05/11/1986,189,89,Denmark,Leicester City,84,84,19000000,78000,GK,Right,2,3,1,Medium/Medium,Stocky,Yes,36100000.0,,GK,1,,01/06/2011,2023,GK,1.0,,,,,,,83.0,77.0,82.0,88.0,60.0,80.0,GK Up for Corners,18,12,16,44,15,12,13,15,46,40,60,60,62,81,47,36,60,34,64,14,35,20,13,59,26,67,14,14,13,83,77,82,80,88,,,,,,,,,,,,,,,,,,,,,,,,,,, English Premier League (1),41.0,4.0,132.0,"['85 ', '85-86, not an 83', '83 for him is a joke. 86/86', ""He hasn't had an upgrade in 3 years."", 'Surely 85 or smth?', '85/85', 'Very underrated, hes actually a really good keeper. 86 imo', 'same thing as what I said for Vardy 86-88 but his rating will never be accurate because of the club he plays for', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2175,K. Schmeichel,Leicester City,Denmark,3420,0,10
61,144,177610,https://sofifa.com/player/177610/javier-martinez-aginaga/19/159222,Javi Martínez,Javier Martínez Aginaga,29,02/09/1988,192,86,Spain,FC Bayern München,84,84,24000000,105000,"CDM, CB",Right,3,3,2,Medium/Medium,Normal,Yes,39600000.0,"#Tackling , #Tactician ",SUB,8,,29/08/2012,2021,,,51.0,55.0,70.0,64.0,86.0,83.0,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only)",60,43,87,77,58,60,46,45,77,74,49,53,53,84,48,76,85,74,84,62,90,88,51,75,52,80,85,86,86,5,12,9,11,8,64+3,64+3,64+3,62+3,64+3,64+3,64+3,62+3,66+3,66+3,66+3,65+3,73+3,73+3,73+3,65+3,75+3,81+3,81+3,81+3,75+3,77+3,84+3,84+3,84+3,77+3, German 1. Bundesliga (1),39.0,3.0,223.0,"['Deserve 87 standing and sliding tackle.', 'One sliding tackle went wrong and suddenly a downgrade.', 'That has to do something with composure but still he always shows up in big games.', 'He is one of those players who are less appreciated', 'Wtf why the downgrades? Ea is joking ', 'EA you have to be joking.', 'Him and Cesar Azpilicueta should join Ander Herrera in PSG', 'Welcome at Bilbao', 'He has always been a reliable source in the middle of the crisis and the big match player for us.', '', 'Yup, extremely consistent player', 'Had a rock solid performance against Dortmund, he always rise to the ocasion ', '', 'Massive Bayern legend ', ""I just saw that Milan are interested in a January move for him. I'd be great to use him instead of Biglia and Bennacer. We haven't had a decent DM since Gattuso."", 'bakayoko was pretty decent last season...', ""Yes he had a nice spell I guess between November and May. He started roughly though. But he wasn't OUR player, he was on loan and we didn't even get to keep him... Don't forget he also caused a lot of trouble with the Acerbi shirt gesture."", '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3859,Javi Martínez,Bayern München,Spain,1311,3,6
62,145,180403,https://sofifa.com/player/180403/willian-borges-da-silva/19/159222,Willian,Willian Borges da Silva,29,09/08/1988,175,77,Brazil,Chelsea,84,84,30500000,175000,"RW, RM",Right,3,4,4,High/High,Lean,Yes,56400000.0,"#Dribbler, #Acrobat",SUB,22,,28/08/2013,2020,,,88.0,77.0,80.0,86.0,49.0,62.0,,,,,,,"Injury Free, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",76,77,31,80,59,88,82,83,77,84,91,86,89,82,79,79,41,85,60,81,44,55,80,83,70,79,43,57,51,14,12,13,7,13,74+3,74+3,74+3,82+3,81+3,81+3,81+3,82+3,82+3,82+3,82+3,82+3,79+3,79+3,79+3,82+3,71+3,67+3,67+3,67+3,71+3,66+3,54+3,54+3,54+3,66+3, English Premier League (1),56.0,4.0,227.0,"[""It's not a transfer window without Willian been linked with Barca lol"", 'Were not everyone asking a 79 downgrade last season? lol', 'Wank. 79/79.', 'Shit again I’m fed up of him ', 'To irregular to be a starter he’s world class 1 match per months .', 'For me 82/82 , however given that EA loves to overate their players : 84/84', 'Needs a haircut just as badly as he needs to fuck off out of our club', 'My #10', 'Our #10', 'WTF??? SS87 AC90!', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2327,Willian,Chelsea,Brazil,2108,3,13
63,146,181783,https://sofifa.com/player/181783/mario-mandzukic/19/159222,M. Mandžukić,Mario Mandžukić,32,21/05/1986,190,85,Croatia,Juventus,84,84,25000000,160000,"ST, LW",Right,3,3,3,High/High,Lean,Yes,41300000.0,#Aerial Threat,ST,17,,01/07/2015,2020,,,70.0,78.0,71.0,75.0,66.0,85.0,,,,,,,"Dives Into Tackles (CPU AI Only), Beat Offside Trap, Flair, Power Header, Through Ball",72,84,90,75,86,76,64,49,67,77,67,73,67,86,53,80,85,83,85,60,88,66,90,74,76,80,59,64,64,10,8,5,8,15,81+3,81+3,81+3,76+3,78+3,78+3,78+3,76+3,76+3,76+3,76+3,76+3,75+3,75+3,75+3,76+3,71+3,72+3,72+3,72+3,71+3,71+3,72+3,72+3,72+3,71+3, Italian Serie A (1),39.0,7.0,141.0,"['Done', 'Al-Duhail Sports Club ', 'Did he quit the NT?', 'Yes. After the World Cup', '😭', 'So good in fifa 19', 'God knows how many times i have scored with him', 'Thank you🙏🏻 Guerriero', ""I wonder what sarri had against him and why he wasn't given a chance this season."", '🚨 Mario Mandžukić departs Juventus ', 'https://1.ftb.al/bpdFCULvG2', 'chose the money over football, simple as that. cant blame him though ', 'What football?Juventus have completly clueless coach that didnt give gim chance at all to play.He chose football mony he got as bonus.', ""he didn't even play this season, you have no idea of what you re talking about"", ""yeah so he definitely went to al duhail because he loves to play in qatar league, he went because they're doubling his wage not because he wants to actually play for them  "", 'what other club in europe would pay him his gigantic wage and make him a starter? at 33 years old, i think qatar league is one of the only leagues in which he can still play as a starter', '', 'People may not agree with me but I really want the Qatari league in FIFA. They’re going to be hosting the next World Cup so surely they should have some relevancy in FIFA 21 or FIFA 22.', '', 'They could do with the Russian, Croatian, Brazilian (Licensed), National League, UAE league, Greek League, Czech League, Ukrainian League and the Serbian League.']",4456,M. Mandžukić,Juventus,Croatia,2020,9,13
64,148,185020,https://sofifa.com/player/185020/jose-maria-callejon-bueno/19/159222,José Callejón,José María Callejón Bueno,31,11/02/1987,178,73,Spain,Napoli,84,84,27500000,105000,RW,Right,3,2,3,High/High,Lean,Yes,46800000.0,#Engine,RW,7,,11/07/2013,2020,,,88.0,78.0,75.0,83.0,47.0,65.0,,,,,,,"Injury Free, Beat Offside Trap, Speed Dribbler (CPU AI Only)",82,78,65,80,84,82,73,65,51,85,87,88,85,82,80,78,73,91,55,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11,79+3,79+3,79+3,82+3,82+3,82+3,82+3,82+3,80+3,80+3,80+3,81+3,73+3,73+3,73+3,81+3,67+3,60+3,60+3,60+3,67+3,63+3,54+3,54+3,54+3,63+3, Italian Serie A (1),21.0,3.0,154.0,"['Lozano es una porqueria', 'Orale Argentino mas culero que tigres😏', 'Jose Mierda Cojones Buena', 'Órale compa 😏😏 😏', 'Kys', 'Fuckin cunt hope he get injured', 'Lozano va a ser una porquería igual', 'Selfish dude', '79/79', '83/83', ""He's finished, just go to China"", '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",4436,José Callejón,Napoli,Spain,2652,3,12
65,149,188377,https://sofifa.com/player/188377/kyle-walker/19/159222,K. Walker,Kyle Walker,28,28/05/1990,183,70,England,Manchester City,84,84,24500000,165000,"RB, RWB, CB",Right,3,2,2,High/High,Normal,Yes,45300000.0,#Engine,RB,2,,14/07/2017,2022,RCB,2.0,90.0,63.0,75.0,77.0,81.0,80.0,,,,,,,"Long Throw-in, Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",81,51,74,78,57,79,76,71,67,78,86,93,67,83,72,86,83,89,75,68,78,81,66,69,63,75,78,84,83,12,6,16,15,8,72+3,72+3,72+3,75+3,74+3,74+3,74+3,75+3,73+3,73+3,73+3,77+3,75+3,75+3,75+3,77+3,82+3,78+3,78+3,78+3,82+3,82+3,79+3,79+3,79+3,82+3, English Premier League (1),47.0,12.0,333.0,"['Upgrade his goalkeeper stats', ""He's rediscovered his form"", '100% clean sheet record, upgrade those goalkeeping stats!', 'Has actually been really solid this year, similar to his first year at City. I think he may just have been burned out last season, between the world cup and very little rotation in the city team', ""He's a better striker than Greenwood."", '', 'Kyle Walker: St 76', 'Greenwood: St 68', '😂😂😂', 'And a better cam than Foden.', '', 'Kyle Walker: CAM 77', 'Phil Foden: CAM 76', '😂😂😂', 'quite a versatile player', 'Better winger than Dan james', 'He use to be a striker when he was a young kid in our academy', '', '', 'Underrated GK']",2500,K. Walker,Manchester City,England,2777,1,18
66,4295,183885,https://sofifa.com/player/183885/kevin-walker/19/159222,K. Walker,Kevin Walker,28,03/08/1989,177,72,Sweden,Djurgårdens IF,67,67,750000,3000,CM,Right,1,3,2,Medium/High,Normal,No,938000.0,,SUB,8,,01/01/2015,2020,,,56.0,60.0,67.0,64.0,63.0,70.0,,,,,,,,68,56,44,68,60,61,72,71,65,64-3,56,56,68,68,76,67-3,75,81,59,62-5,81,65,64,65,63,64,63,67,64,14,11,16,9,6,60+2,60+2,60+2,62+2,62+2,62+2,62+2,62+2,63+2,63+2,63+2,64+2,66+2,66+2,66+2,64+2,66+2,67+2,67+2,67+2,66+2,64+2,63+2,63+2,63+2,64+2, Swedish Allsvenskan (1),0.0,0.0,2.0,"['Idol Kevin!', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2500,K. Walker,Manchester City,England,2777,1,18
67,151,190941,https://sofifa.com/player/190941/lukas-hradecky/19/159222,L. Hrádecký,Lukáš Hrádecký,28,24/11/1989,190,80,Finland,Bayer 04 Leverkusen,84,84,22000000,74000,GK,Right,2,3,1,Medium/Medium,Lean,No,37400000.0,,GK,1,,01/07/2018,2023,SUB,1.0,,,,,,,85.0,79.0,68.0,88.0,41.0,82.0,"Puncher, GK Long Throw, Comes For Crosses",11,11,11,15,9,10,11,15,20,20,38,44,43,83,39,14,69,34,55,14,31,18,9,53,20,48,10,10,13,85,79,68,82,88,,,,,,,,,,,,,,,,,,,,,,,,,,, German 1. Bundesliga (1),26.0,2.0,130.0,"['Vision needs -3 so that his vision is exactly half', 'New IF?? WHAT A GAME!!!!', 'Non sense downgrade should be 85/85', '82KG', 'https://www.bayer04.de/en-us/player/werkself/bayer-04-leverkusen/lukas-hradecky', 'Atrocious stats for Leverkusen.', '83 Handling', '85/87', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3436,L. Hrádecký,Bayer Leverkusen,Finland,2880,0,9
68,153,193082,https://sofifa.com/player/193082/juan-cuadrado/19/159222,J. Cuadrado,Juan Cuadrado,30,26/05/1988,179,72,Colombia,Juventus,84,84,29500000,150000,"RM, RW",Right,3,3,5,High/Medium,Lean,Yes,48700000.0,"#Speedster, #Dribbler, #Acrobat",SUB,16,,02/02/2015,2020,RAM,11.0,91.0,74.0,77.0,88.0,66.0,69.0,,,,,,,"Diver, Beat Offside Trap, Selfish, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",80,67,58,80,70,90,78,69,69,85,89,93,91,80,82,84,75,78,61,80,78,62,78,76,65,80,63,70,74,5,5,13,6,9,76+3,76+3,76+3,82+3,81+3,81+3,81+3,82+3,81+3,81+3,81+3,81+3,77+3,77+3,77+3,81+3,76+3,72+3,72+3,72+3,76+3,75+3,69+3,69+3,69+3,75+3, Italian Serie A (1),59.0,2.0,287.0,"['cuadrado, 31 años y nunca solto el balon', '', 'Entendí esa referencia a ""Chao Papá"" jajajaja', 'Going to tigres', 'I just find it crazy that this man is a whole right back now.. And remember when he use to play for Chelsea? ', 'TD 79/79, ED 80/80', 'He was terrible againts Lazio today', 'lol...he was great...his only mistake was loosing his control in a moment of tension...people just love to spread bullshit', ""His mistake cost juve the game..although he still is our best right back without a doubt. Danilo is mediocre and De Sciglio is very solid but doesn't offer anything going forward. Betancur's injury costed us as well, he was dominating the midfield against Lazio."", 'Upgrade his defensive stats 80/80 RB', '83/83 RB, upgrade on all defensive stats.', 'holy shit Ea what r u doing? he playing super and u dont add him rb instead u downgrade him. wtf. pls correct it. its not funny anymore. 86/85 add rb. ', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",5022,J. Cuadrado,Juventus,Colombia,1223,1,4
69,154,230666,https://sofifa.com/player/230666/gabriel-fernando-de-jesus/19/159222,Gabriel Jesus,Gabriel Fernando de Jesus,21,03/04/1997,175,73,Brazil,Manchester City,83,92,41000000,130000,ST,Right,2,3,4,High/High,Normal,Yes,84100000.0,"#Dribbler, #Acrobat",SUB,33,,03/08/2016,2023,,,86.0,80.0,72.0,87.0,39.0,73.0,,,,,,,"Diver, Beat Offside Trap, Flair, Technical Dribbler (CPU AI Only)",66,84,74,76,72,86,76,54,66,85,87,85,92,86,91,78,77,84,68,73,73,32,88,77,78,82,53,23,19,13,8,6,6,15,81+2,81+2,81+2,82+2,83+2,83+2,83+2,82+2,81+2,81+2,81+2,81+2,73+2,73+2,73+2,81+2,61+2,59+2,59+2,59+2,61+2,57+2,52+2,52+2,52+2,57+2, English Premier League (1),458.0,29.0,3172.0,"['without Aguero he would make 20 25 goals every season.. great striker.. be patient..', 'he already have 16 goals this season.', 'He scored 23 in all competitions last season ', 'guys I meant just premier.. all competition he could score 30 or over..', 'Oh my bad bro lol ', '84/88', ""He is clearly an excellent player, in the last 11 matches he has 7 goals and 4 assists 11 in 11 it's really good. but at some moments he is too anxious some decision making that he normally would get it right he got it wrong but he still young i hope he can improve in this. "", 'He’ll be a beast at 25 after he loses his virginity ', ""He's doing a good job but he needs to work on his composure, he could score so much more if just stays calm inside the box"", 'Has missed 3 out of his 4 penalties this season', ""Awful at pens but that doesn't mean he's a bad player. People asking for him to leave are reactionary af"", '-30 penalties ', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2511,Gabriel Jesus,Manchester City,Brazil,1019,7,16
70,156,222737,https://sofifa.com/player/222737/malcom-filipe-silva-de-oliveira/19/159222,Malcom,Malcom Filipe Silva de Oliveira,21,26/02/1997,172,74,Brazil,FC Barcelona,83,90,36500000,155000,RW,Left,2,4,4,Medium/Medium,Normal,No,82100000.0,#Acrobat,SUB,14,,25/07/2018,2023,,,84.0,79.0,81.0,85.0,27.0,64.0,,,,,,,"Diver, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Playmaker (CPU AI Only), Takes Finesse Free Kicks",79,75,57,83,71,85,77,81,73,85,87,82,92,80,84,85,58,74,64,85,53,26,79,84,68,78,21,28,17,8,14,15,7,9,77+2,77+2,77+2,82+2,81+2,81+2,81+2,82+2,82+2,82+2,82+2,81+2,75+2,75+2,75+2,81+2,58+2,55+2,55+2,55+2,58+2,53+2,43+2,43+2,43+2,53+2, Spain Primera Division (1),,,,,7865,Malcom,FC Barcelona,Brazil,608,1,6
71,162,209658,https://sofifa.com/player/209658/leon-goretzka/19/159222,L. Goretzka,Leon Goretzka,23,06/02/1995,189,79,Germany,FC Bayern München,83,88,34000000,85000,"CM, CAM, CDM",Right,3,4,3,High/High,Lean,Yes,58700000.0,#Engine,LCM,18,,01/07/2018,2022,SUB,14.0,83.0,74.0,80.0,81.0,77.0,76.0,,,,,,,"Injury Prone, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",75,72,75,84,68,81,76,75,79,83,84,83,76,83,70,77,67,86,70,78,80,83,77,82,60,80,70,79,78,13,8,15,11,9,77+3,77+3,77+3,80+3,80+3,80+3,80+3,80+3,80+3,80+3,80+3,80+3,81+3,81+3,81+3,80+3,80+3,80+3,80+3,80+3,80+3,80+3,77+3,77+3,77+3,80+3, German 1. Bundesliga (1),248.0,12.0,2317.0,"['Just Bayern effect. EA HATES Bayern.', 'He will get pace upgrade again if he leaves bayern.', 'That pace downgrade is just EA gift to bayern', 'Boateng slapped 6 lbs out of your ass', 'That -1 sprint speed was needed ', 'Why?', 'It’s a joke ', 'So... Boateng just punched him', 'world class scissor kick goal against Schalke', ""Am I correct to think the game against schalke was bayern's best match yet this season? Absolutely dominating the match."", 'yes it was. first game off the season where we were 90 minutes world class.', 'Bremen ?', 'first minutes against bremen were weak af ', 'Okay.', '85 acc 85 ss but he wont get it.', 'celebrated against his old club lol', 'I still think he is a nice guy, he even sayed: ""Es war nicht geplant, dass dort die Schalke-Kurve ist. Ich wurde schon vorher ein paar Mal darauf angesprochen. Ich bin kein Fan davon, wenn man seinen Jubel unterdrückt. Ich empfinde das immer ein bisschen scheinheilig. Wenn man ein Tor schießt, sollte man sich auch darüber freuen dürfen"", as him sayed, I totally agree, a goal must be celebrated.', ""Schalke fanse offended him very bad when he moved to Bayern, so it's okay."", '진심귀여워 ㅜㅜ', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.']",3534,L. Goretzka,Bayern München,Germany,2021,8,11
72,169,210617,https://sofifa.com/player/210617/samuel-castillejo-azuaga/19/159222,Samu Castillejo,Samuel Castillejo Azuaga,23,18/01/1995,182,67,Spain,Milan,83,87,34000000,105000,"RM, LM, CM",Left,2,2,4,Medium/High,Lean,Yes,60400000.0,#Dribbler,SUB,7,,17/08/2018,2023,,,86.0,75.0,81.0,84.0,43.0,52.0,,,,,,,Speed Dribbler (CPU AI Only),82,79,43,81,58,86,78,75,79,83,85,86,83,82,78,78,63,55,50,70,48,50,83,83,59,71,45,43,25,13,16,15,8,14,75+2,75+2,75+2,82+2,81+2,81+2,81+2,82+2,82+2,82+2,82+2,81+2,76+2,76+2,76+2,81+2,63+2,61+2,61+2,61+2,63+2,59+2,50+2,50+2,50+2,59+2, Italian Serie A (1),,,,,4418,Samu Castillejo,AC Milan,Spain,1005,4,9
73,170,212188,https://sofifa.com/player/212188/timo-werner/19/159222,T. Werner,Timo Werner,22,06/03/1996,181,75,Germany,RB Leipzig,83,87,34500000,70000,ST,Right,3,4,3,High/Medium,Normal,Yes,61200000.0,#Speedster,LS,11,,01/07/2016,2020,ST,9.0,93.0,79.0,67.0,83.0,35.0,67.0,,,,,,,"Diver, Beat Offside Trap, Speed Dribbler (CPU AI Only)",69,87,76,77,82,83,62,56,55,84,93,93,81,86,76,74,78,83,59,67,63,37,85,61,72,74,39,20,19,9,9,8,15,9,81+3,81+3,81+3,81+3,81+3,81+3,81+3,81+3,78+3,78+3,78+3,80+3,69+3,69+3,69+3,80+3,61+3,55+3,55+3,55+3,61+3,57+3,49+3,49+3,49+3,57+3, German 1. Bundesliga (1),266.0,24.0,2101.0,"['4-2-3-1 , Firmino drop back at CAM', ""honestly hope he stays in bundesliga. We don't need him and i hate seeing bundesliga talent taken, would prefer we just groom Minamino into confident deputy to our African boys"", 'I hope he doesn’t go to Barcelona, I prefer Liverpool for him, Barca just ain’t it atm', ""Linked with Liverpool again today. Would love him here and I suspect he'd get more game time than people would anticipate. Our front 3 are very versatile, being able to rotate and swap positions and will be missing a big chunk due to AFCON next season."", 'Can play up front as well as on both wings, need him ', 'Exactly mate, much like our existing front 3. Seems tailor-made for us. Would be a shame if he went elsewhere', 'I forgot about AFCON😰I still feel like Werner wouldn’t get enough game time tho because he’s a player that should be playing every week. Only way I could see it is if we changed the system to a 4-2-3-1 with Bobby in CAM/CF and Werner leading the line', ""I think that at first he would be used sparingly by Klopp (like he does with all players while they acclimatise to the style of play) but eventually, he would end up playing about 75% of games. Divock has played a decent amount of football and he isn't the same level as Werner. Given a few chances, he could make himself undroppable. "", ""Yeah true, I've been thinking about it since I read the first post and it's making more and more sense to me now lol. Especially after the Egypt coach announced Salah would play in the Olympics and miss the beginning of next season as well as the AFCON period, it seems like we might actually need Werner at this point"", 'Yup, especially that Firmino is linked with Bayern.', ""Firmino won't go anywhere. It's just a rubbish rumours from the Sun"", 'Never know...', 'Should’ve scored today and won for Lepzig.', ""He really should've, gutted tbh. Hope he picks up his form in the next coming games! "", 'Ya same and I hope so as well.', 'Jovic would never miss that', 'Lmao of course he wouldn’t', ""should've won it with that chance"", 'please leave leipzig :(', 'Of course you want him. I hope he leaves as well for a better club but he must be starter for sure.']",3520,T. Werner,RB Leipzig,Germany,2524,16,14
